product_id,product_name,location,timestamp,predicted_demand,suggested_stock
103,Eggs,Delhi,2023-07-04 01:00:00,20.5,25
103,Eggs,Delhi,2023-07-04 02:00:00,22.83,28
103,Eggs,Delhi,2023-07-04 03:00:00,23.5,29
103,Eggs,Delhi,2023-07-04 04:00:00,20.5,25
103,Eggs,Delhi,2023-07-04 05:00:00,16.5,20
103,Eggs,Delhi,2023-07-04 06:00:00,21.83,27
103,Eggs,Delhi,2023-07-04 07:00:00,33.83,41
103,Eggs,Delhi,2023-07-04 08:00:00,17.83,22
103,Eggs,Delhi,2023-07-04 09:00:00,15.83,19
103,Eggs,Delhi,2023-07-04 10:00:00,16.17,20
103,Eggs,Delhi,2023-07-04 11:00:00,20.83,25
103,Eggs,Delhi,2023-07-04 12:00:00,28.5,35
103,Eggs,Delhi,2023-07-04 13:00:00,19.5,24
103,Eggs,Delhi,2023-07-04 14:00:00,15.5,19
103,Eggs,Delhi,2023-07-04 15:00:00,20.5,25
103,Eggs,Delhi,2023-07-04 16:00:00,17.83,22
103,Eggs,Delhi,2023-07-04 17:00:00,29.17,35
103,Eggs,Delhi,2023-07-04 18:00:00,15.5,19
103,Eggs,Delhi,2023-07-04 19:00:00,16.83,21
103,Eggs,Delhi,2023-07-04 20:00:00,24.5,30
103,Eggs,Delhi,2023-07-04 21:00:00,21.83,27
103,Eggs,Delhi,2023-07-04 22:00:00,19.83,24
103,Eggs,Delhi,2023-07-04 23:00:00,20.5,25
103,Eggs,Mumbai,2023-07-04 00:00:00,24.5,30
103,Eggs,Mumbai,2023-07-04 01:00:00,20.17,25
103,Eggs,Mumbai,2023-07-04 02:00:00,22.83,28
103,Eggs,Mumbai,2023-07-04 03:00:00,21.17,26
103,Eggs,Mumbai,2023-07-04 04:00:00,24.17,29
103,Eggs,Mumbai,2023-07-04 05:00:00,20.17,25
103,Eggs,Mumbai,2023-07-04 06:00:00,16.17,20
103,Eggs,Mumbai,2023-07-04 07:00:00,20.5,25
103,Eggs,Mumbai,2023-07-04 08:00:00,20.17,25
103,Eggs,Mumbai,2023-07-04 09:00:00,24.5,30
103,Eggs,Mumbai,2023-07-04 10:00:00,19.5,24
103,Eggs,Mumbai,2023-07-04 11:00:00,27.17,33
103,Eggs,Mumbai,2023-07-04 12:00:00,24.5,30
103,Eggs,Mumbai,2023-07-04 13:00:00,31.83,39
103,Eggs,Mumbai,2023-07-04 14:00:00,21.17,26
103,Eggs,Mumbai,2023-07-04 15:00:00,29.83,36
103,Eggs,Mumbai,2023-07-04 16:00:00,22.5,27
103,Eggs,Mumbai,2023-07-04 17:00:00,31.83,39
103,Eggs,Mumbai,2023-07-04 18:00:00,22.17,27
103,Eggs,Mumbai,2023-07-04 19:00:00,20.5,25
103,Eggs,Mumbai,2023-07-04 20:00:00,17.17,21
103,Eggs,Mumbai,2023-07-04 21:00:00,24.83,30
103,Eggs,Mumbai,2023-07-04 22:00:00,23.17,28
103,Eggs,Mumbai,2023-07-04 23:00:00,28.17,34
